,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,cluster,silhouette
3046,6.9,0.24,0.37,6.1,0.027000000000000003,38.0,112.0,0.9908600000000001,3.19,0.34,12.4,6,0,0.26888434727948013
3047,7.7,0.18,0.53,1.2,0.040999999999999995,42.0,167.0,0.9908,3.11,0.44,11.9,5,0,0.3688290101407503
3048,7.1,0.17,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,11.7,6,0,0.44485952727712563
3050,6.2,0.255,0.24,1.7,0.039,138.5,272.0,0.9945200000000001,3.53,0.53,9.6,4,0,0.22865072778870724
3053,7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.9942700000000001,3.09,0.47,9.5,5,0,0.3776077647528347
3054,5.8,0.15,0.31,5.9,0.036000000000000004,7.0,73.0,0.9915200000000001,3.2,0.43,11.9,6,0,0.29898146885681454
3055,6.3,0.25,0.44,1.7,0.024,36.0,116.0,0.98935,3.18,0.4,12.5,6,0,0.4576954265957627
3056,6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.9887600000000001,3.16,0.4,13.4,5,0,0.4278210466383906
3057,7.2,0.27,0.37,5.4,0.026000000000000002,27.0,114.0,0.99174,3.13,0.84,12.7,5,0,0.2568453108960048
3059,8.5,0.19,0.48,1.1,0.026000000000000002,23.0,58.0,0.9918399999999999,2.9,0.5,10.5,6,0,0.41637089526899157
3062,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8,0,0.12289260591601352
3067,7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,4,0,0.4795991680206164
3068,6.1,0.18,0.38,2.3,0.033,28.0,111.0,0.98962,3.16,0.49,12.4,6,0,0.48501551370937
3069,7.0,0.53,0.43,6.1,0.028999999999999998,6.0,76.0,0.99118,3.08,0.5,12.5,8,0,0.1785525905489464
3070,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8,0,0.12289260591601352
3072,7.5,0.25,0.47,4.1,0.040999999999999995,95.0,163.0,0.9918399999999999,2.92,0.59,11.3,6,0,0.306603746313813
3073,6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.9905200000000001,3.25,0.43,12.0,5,0,0.47129328030351847
3075,6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46,12.2,7,0,0.4738300473040696
3076,6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43,8.6,5,0,0.46339651217656097
3078,7.1,0.28,0.35,3.5,0.027999999999999997,35.0,91.0,0.9902200000000001,2.96,0.33,12.1,5,0,0.4327950693819289
3079,6.6,0.35,0.34,4.9,0.032,9.0,125.0,0.9925299999999999,3.32,0.81,12.0,5,0,0.2815973313601494
3080,8.5,0.19,0.48,1.1,0.026000000000000002,23.0,58.0,0.9918399999999999,2.9,0.5,10.5,6,0,0.41637089526899157
3036,6.8,0.29,0.34,3.5,0.054000000000000006,26.0,189.0,0.9948899999999999,3.42,0.58,10.4,5,0,0.31094796138481
2895,6.4,0.44,0.26,2.0,0.054000000000000006,20.0,180.0,0.9952,3.58,0.57,10.0,5,0,0.32391992217860804
3035,6.0,0.24,0.33,2.5,0.026000000000000002,31.0,85.0,0.9901399999999999,3.13,0.5,11.3,7,0,0.49233936335408807
3028,7.5,0.18,0.37,6.2,0.05,21.0,138.0,0.99546,3.2,0.55,10.5,6,0,0.1928928406473981
2988,7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,3.15,0.52,11.4,7,0,0.28122999397943205
2989,6.2,0.16,0.32,1.1,0.036000000000000004,74.0,184.0,0.9909600000000001,3.22,0.41,11.0,6,0,0.41674692809727143
2990,5.0,0.27,0.32,4.5,0.032,58.0,178.0,0.98956,3.45,0.31,12.6,7,0,0.2810700196887061
2991,6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,7,0,0.19907544525318585
2995,6.6,0.28,0.34,0.8,0.037000000000000005,42.0,119.0,0.9888,3.03,0.37,12.5,6,0,0.5167638682630068
2996,6.5,0.35,0.36,0.8,0.034,32.0,111.0,0.9894200000000001,3.11,0.5,12.1,8,0,0.5070700248032695
2997,6.9,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,3.02,0.58,11.3,6,0,0.4902806483912414
2998,6.0,0.32,0.3,1.3,0.025,18.0,112.0,0.9880200000000001,3.07,0.64,13.3,7,0,0.47314419950982023
3002,6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,7,0,0.19907544525318585
3003,7.2,0.19,0.31,6.3,0.034,17.0,103.0,0.99305,3.15,0.52,11.4,7,0,0.28122999397943205
3004,6.3,0.18,0.36,1.2,0.034,26.0,111.0,0.99074,3.16,0.51,11.0,6,0,0.5140387535728267
3005,6.9,0.3,0.36,0.9,0.037000000000000005,40.0,156.0,0.9896799999999999,3.08,0.36,12.1,6,0,0.47284126588950837
3006,6.2,0.16,0.32,1.1,0.036000000000000004,74.0,184.0,0.9909600000000001,3.22,0.41,11.0,6,0,0.41674692809727143
3007,5.0,0.27,0.32,4.5,0.032,58.0,178.0,0.98956,3.45,0.31,12.6,7,0,0.2810700196887061
3008,5.0,0.3,0.33,3.7,0.03,54.0,173.0,0.9887,3.36,0.3,13.0,7,0,0.3250457268736604
3010,6.7,0.25,0.31,1.35,0.061,30.5,218.0,0.9938799999999999,3.16,0.53,9.5,5,0,0.31648566443320714
3011,6.6,0.22,0.36,5.5,0.028999999999999998,30.0,105.0,0.99206,3.2,0.47,11.8,6,0,0.347675938195009
3012,6.8,0.25,0.37,3.1,0.026000000000000002,29.0,93.0,0.99035,3.14,0.45,12.2,6,0,0.4716311850545477
3015,7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.9936200000000001,2.99,0.44,11.4,6,0,0.08844396602587049
3017,5.9,0.34,0.3,3.8,0.035,57.0,135.0,0.99016,3.09,0.34,12.0,6,0,0.39772911129324395
3018,6.8,0.22,0.31,6.9,0.037000000000000005,33.0,121.0,0.9917600000000001,3.02,0.39,11.9,8,0,0.19711527936460377
3019,7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.9936200000000001,2.99,0.44,11.4,6,0,0.08844396602587049
3021,6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.9945799999999999,3.34,0.48,10.6,4,0,0.4129546605664759
3022,8.0,0.74,0.21,4.0,0.05,24.0,133.0,0.99418,3.06,0.38,9.7,5,0,0.1283087684697854
3025,5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.9917799999999999,3.76,0.63,11.0,7,0,0.46000221919934453
3032,6.7,0.14,0.46,1.6,0.036000000000000004,15.0,92.0,0.99264,3.37,0.49,10.9,5,0,0.44282185715770883
2894,6.4,0.125,0.36,1.4,0.044000000000000004,22.0,68.0,0.9901399999999999,3.15,0.5,11.7,7,0,0.45829793205597197
2893,6.2,0.16,0.34,1.7,0.038,85.0,153.0,0.9909,3.33,0.86,12.0,7,0,0.35746294184501876
2891,6.9,0.2,0.3,4.7,0.040999999999999995,40.0,148.0,0.9932,3.16,0.35,10.2,6,0,0.3303928241517973
2771,6.3,0.2,0.24,1.7,0.052000000000000005,36.0,135.0,0.99374,3.8,0.66,10.8,6,0,0.43757272180282303
2772,6.2,0.29,0.32,3.6,0.026000000000000002,39.0,138.0,0.9892,3.31,0.37,13.1,7,0,0.4152820316292811
2773,7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7,0,0.4060422999533615
2777,7.6,0.2,0.36,1.9,0.043,24.0,111.0,0.9923700000000001,3.29,0.54,11.3,6,0,0.5083453578902687
2778,7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7,0,0.4060422999533615
2779,6.7,0.2,0.37,1.65,0.025,42.0,103.0,0.9902200000000001,3.11,0.45,11.4,5,0,0.4949950402177804
2780,6.2,0.235,0.34,1.9,0.036000000000000004,4.0,117.0,0.9903200000000001,3.4,0.44,12.2,5,0,0.522873288721821
2793,6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.9889399999999999,3.22,0.53,13.5,7,0,0.4722503393191231
2795,6.4,0.22,0.32,7.2,0.027999999999999997,15.0,83.0,0.993,3.13,0.55,10.9,8,0,0.21277943705352964
2796,6.5,0.37,0.3,2.2,0.033,39.0,107.0,0.9889399999999999,3.22,0.53,13.5,7,0,0.4722503393191231
2798,6.9,0.31,0.32,1.6,0.036000000000000004,34.0,114.0,0.9906799999999999,3.19,0.45,11.4,7,0,0.528354195460603
2799,6.7,0.16,0.37,1.3,0.036000000000000004,45.0,125.0,0.98964,3.19,0.51,12.4,7,0,0.49394931073517084
2802,5.6,0.15,0.31,5.3,0.038,8.0,79.0,0.9923,3.3,0.39,10.5,6,0,0.32517214052675364
2804,6.4,0.22,0.32,7.2,0.027999999999999997,15.0,83.0,0.993,3.13,0.55,10.9,8,0,0.21277943705352964
2805,7.3,0.2,0.26,1.6,0.04,36.0,123.0,0.9923799999999999,3.34,0.44,10.8,6,0,0.5100886220789212
2808,7.0,0.27,0.48,6.1,0.042,60.0,184.0,0.99566,3.2,0.5,9.4,6,0,0.07726888965480287
2809,5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.44,0.73,12.2,7,0,0.38268134814133875
2810,7.8,0.26,0.31,3.6,0.025,22.0,100.0,0.99066,2.99,0.47,12.1,7,0,0.4526734865683509
2811,7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,3.17,0.66,10.9,5,0,0.4781399727955403
2812,6.7,0.16,0.34,1.6,0.026000000000000002,27.0,109.0,0.9934,3.34,0.58,10.1,6,0,0.47398171863096616
2813,5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.44,0.73,12.2,7,0,0.38268134814133875
2814,6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.9891200000000001,3.31,0.38,13.0,7,0,0.47564041808618973
2815,6.6,0.36,0.24,0.9,0.038,15.0,72.0,0.99066,3.23,0.39,11.0,5,0,0.4767669164332979
2816,7.2,0.17,0.41,1.6,0.052000000000000005,24.0,126.0,0.9922799999999999,3.19,0.49,10.8,5,0,0.45847739202214477
2817,6.7,0.19,0.39,1.0,0.032,14.0,71.0,0.9891200000000001,3.31,0.38,13.0,7,0,0.47564041808618973
2769,7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5,0,0.4469064396027383
2819,6.0,0.21,0.34,2.0,0.042,63.0,123.0,0.9905200000000001,3.44,0.42,11.4,6,0,0.505374136960505
2768,7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.9908399999999999,3.18,0.34,12.1,6,0,0.48451304344978885
2763,7.7,0.3,0.34,1.2,0.048,4.0,119.0,0.9908399999999999,3.18,0.34,12.1,6,0,0.48451304344978885
2727,6.5,0.17,0.31,1.5,0.040999999999999995,34.0,121.0,0.99092,3.06,0.46,10.5,6,0,0.5057754462866796
2729,6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.9905299999999999,3.27,0.69,11.4,7,0,0.47823263325547083
2730,6.8,0.3,0.22,6.2,0.06,41.0,190.0,0.9985799999999999,3.18,0.51,9.2,5,0,0.06583263774231475
2731,7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,3.09,0.53,9.7,5,0,0.05865008157557864
2732,7.9,0.51,0.34,2.6,0.049,13.0,135.0,0.99335,3.09,0.51,10.0,5,0,0.3092022667884018
2733,6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.9905299999999999,3.27,0.69,11.4,7,0,0.47823263325547083
2736,6.5,0.17,0.31,1.5,0.040999999999999995,34.0,121.0,0.99092,3.06,0.46,10.5,6,0,0.5057754462866796
2739,6.8,0.32,0.28,4.8,0.034,25.0,100.0,0.99026,3.08,0.47,12.4,7,0,0.4028534978807826
2742,8.0,0.23,0.28,2.7,0.048,49.0,165.0,0.9952,3.26,0.72,9.5,6,0,0.36517442117283694
2743,6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5,6,0,0.4213578759861945
2744,6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5,6,0,0.4213578759861945
2745,6.7,0.44,0.22,4.3,0.032,19.0,99.0,0.99015,3.26,0.53,12.8,7,0,0.3432548430300516
2746,7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.45,10.8,6,0,0.48081174832357576
2748,5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,8,0,0.31665473232613095
2750,5.8,0.17,0.34,1.8,0.045,96.0,170.0,0.99035,3.38,0.9,11.8,8,0,0.31665473232613095
2751,6.8,0.17,0.36,1.4,0.036000000000000004,38.0,108.0,0.99006,3.19,0.66,12.0,6,0,0.4788663591711965
2752,7.1,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,6,0,0.1734181207291859
2753,5.8,0.315,0.27,1.55,0.026000000000000002,15.0,70.0,0.9899399999999999,3.37,0.4,11.9,8,0,0.4769906224706971
2754,5.9,0.17,0.28,0.7,0.027000000000000003,5.0,28.0,0.98985,3.13,0.32,10.6,5,0,0.4187663655770674
2757,5.6,0.12,0.26,4.3,0.038,18.0,97.0,0.99477,3.36,0.46,9.2,5,0,0.35901333557987414
2758,5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.9947799999999999,3.36,0.47,9.3,6,0,0.3214080391798456
2759,7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.9957600000000001,3.24,0.54,10.2,6,0,0.2072993449255328
2760,7.7,0.16,0.36,5.9,0.054000000000000006,25.0,148.0,0.9957799999999999,3.25,0.54,10.2,6,0,0.18717022459313767
2761,6.0,0.26,0.15,1.3,0.06,51.0,154.0,0.99354,3.14,0.51,8.7,5,0,0.3874987463728665
2762,7.3,0.32,0.35,1.4,0.05,8.0,163.0,0.99244,3.24,0.42,10.7,5,0,0.4469064396027383
2766,6.9,0.16,0.37,1.8,0.034,36.0,95.0,0.9895200000000001,2.93,0.59,12.0,6,0,0.4790395384681223
3082,6.0,0.35,0.51,1.2,0.028999999999999998,10.0,102.0,0.9903,3.46,0.42,11.9,6,0,0.4158047517008188
2820,6.7,0.325,0.82,1.2,0.152,49.0,120.0,0.9931200000000001,2.99,0.38,9.2,5,0,0.061470630336967126
2824,7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.9957299999999999,3.18,0.53,9.5,6,0,0.09831918565891681
2863,6.5,0.15,0.32,1.3,0.036000000000000004,19.0,76.0,0.98964,3.18,0.41,12.3,6,0,0.481683014568912
2864,5.3,0.16,0.39,1.0,0.027999999999999997,40.0,101.0,0.99156,3.57,0.59,10.6,6,0,0.46222998581265334
2865,5.6,0.19,0.46,1.1,0.032,33.0,115.0,0.9909,3.36,0.5,10.4,6,0,0.460734199860753
2866,5.6,0.18,0.58,1.25,0.034,29.0,129.0,0.9898399999999999,3.51,0.6,12.0,7,0,0.363572280301962
2867,6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.9889,3.15,0.53,12.7,7,0,0.3830849007965735
2868,6.2,0.23,0.23,1.2,0.018000000000000002,18.0,128.0,0.9917799999999999,3.05,0.28,10.6,5,0,0.42596026127968417
2869,6.0,0.17,0.29,5.0,0.027999999999999997,25.0,108.0,0.9907600000000001,3.14,0.34,12.3,6,0,0.34163052646591185
2870,6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.9889,3.15,0.53,12.7,7,0,0.3830849007965735
2871,6.7,0.15,0.38,1.7,0.037000000000000005,20.0,84.0,0.99046,3.09,0.53,11.4,6,0,0.48043913613120914
2872,4.2,0.17,0.36,1.8,0.028999999999999998,93.0,161.0,0.9899899999999999,3.65,0.89,12.0,7,0,0.31399430986170435
2873,5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.98946,3.23,0.94,12.4,8,0,0.3561044430747988
2874,5.4,0.23,0.36,1.5,0.03,74.0,121.0,0.9897600000000001,3.24,0.99,12.1,7,0,0.32848098455241
2875,6.7,0.15,0.38,1.7,0.037000000000000005,20.0,84.0,0.99046,3.09,0.53,11.4,6,0,0.48043913613120914
2877,6.5,0.15,0.55,5.9,0.045,75.0,162.0,0.99482,2.97,0.4,9.3,5,0,0.10402946111473342
2878,5.9,0.32,0.33,2.1,0.027000000000000003,35.0,138.0,0.98945,3.37,0.42,12.7,6,0,0.469050048346526
2879,5.7,0.37,0.3,1.1,0.028999999999999998,24.0,88.0,0.9888299999999999,3.18,0.39,11.7,6,0,0.47446637776722933
2880,7.9,0.25,0.35,6.7,0.039,22.0,64.0,0.9936200000000001,2.93,0.49,10.7,5,0,0.2437749714152121
2881,7.2,0.21,0.28,2.7,0.033,38.0,94.0,0.99075,2.99,0.43,11.8,7,0,0.49345134457678097
2882,7.0,0.24,0.3,6.7,0.039,37.0,125.0,0.99436,3.2,0.39,9.9,5,0,0.19514826041812783
2883,6.8,0.475,0.33,3.95,0.047,16.0,81.0,0.98988,3.23,0.53,13.4,7,0,0.3231282552358094
2884,7.0,0.28,0.32,7.75,0.032,30.0,114.0,0.9915799999999999,3.12,0.64,12.8,7,0,0.1260598825189416
2886,6.6,0.41,0.31,1.6,0.042,18.0,101.0,0.99195,3.13,0.41,10.5,5,0,0.453411377308408
2887,6.4,0.2,0.28,2.5,0.032,24.0,84.0,0.9916799999999999,3.31,0.55,11.5,5,0,0.49294811574277053
2888,8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,3.04,0.37,10.5,4,0,0.43257982558732994
2890,5.2,0.285,0.29,5.15,0.035,64.0,138.0,0.9895,3.19,0.34,12.4,8,0,0.3188787167184768
2862,5.1,0.11,0.32,1.6,0.027999999999999997,12.0,90.0,0.99008,3.57,0.52,12.2,6,0,0.43888885698246033
2823,7.6,0.27,0.34,5.0,0.04,18.0,56.0,0.9908399999999999,3.06,0.48,12.4,6,0,0.37187309185510914
2861,6.4,0.21,0.28,5.9,0.047,29.0,101.0,0.9927799999999999,3.15,0.4,11.0,6,0,0.29526160174987764
2859,6.6,0.21,0.36,0.8,0.034,48.0,113.0,0.99165,3.24,0.68,10.5,6,0,0.4890810900688132
2825,6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,6,0,0.4023095998541292
2827,6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.9908399999999999,3.38,0.35,11.5,7,0,0.4553055405723339
2828,6.4,0.14,0.31,1.2,0.034,53.0,138.0,0.9908399999999999,3.38,0.35,11.5,7,0,0.4553055405723339
2832,6.6,0.17,0.3,1.1,0.031,13.0,73.0,0.99095,3.17,0.58,11.0,6,0,0.4893669563506929
2833,7.2,0.44,0.28,3.4,0.048,22.0,112.0,0.9918799999999999,3.21,0.37,11.3,7,0,0.35920232313478656
2834,6.2,0.15,0.27,1.4,0.040999999999999995,51.0,117.0,0.9909,3.28,0.38,11.2,6,0,0.4776975572063337
2835,6.3,0.25,0.22,3.3,0.048,41.0,161.0,0.99256,3.16,0.5,10.5,6,0,0.4023095998541292
2838,6.9,0.15,0.29,2.3,0.033,14.0,82.0,0.9913200000000001,3.1,0.58,11.2,7,0,0.4672699662165214
2839,5.8,0.22,0.29,0.9,0.034,34.0,89.0,0.98936,3.14,0.36,11.1,7,0,0.5055320256549588
2840,6.5,0.37,0.33,3.5,0.036000000000000004,23.0,92.0,0.99136,3.18,0.38,11.2,6,0,0.42684725359737113
2841,5.5,0.375,0.38,1.7,0.036000000000000004,17.0,98.0,0.9914200000000001,3.29,0.39,10.5,6,0,0.4542039993008214
2842,5.9,0.2,0.4,1.3,0.047,23.0,92.0,0.9923200000000001,3.2,0.45,10.0,6,0,0.48686003831503044
